4.383959029487321385e-02,-2.357075162316030897e-02,1.230412518937579469e-01,-1.378182316612509284e-01,-5.822070642721790396e-02,1.895165608125582435e-01,-7.184342684522418594e-03,1.410998953949089418e-01,9.400437214983697887e-02,6.973466942271654145e-02,6.550504028160828232e-03,-1.899976801597102333e-02,1.113712842433036559e-01,-1.178430113064330396e-02,4.796269757316284216e-02,-3.028203042122984759e-02,2.274464229234907930e-01,1.993251234118784479e-02,-1.402810977055524433e-01,-1.338876966875962582e-01,-3.162781068435938786e-02,-2.293943240635344660e-03,9.268009189677289816e-02,-1.880545753275886522e-01,1.088899048380344153e-01,-2.910531007865620190e-02,-1.259761669392625572e-01,1.156534726067657559e-01,1.757907844360551142e-01,1.575602208293849782e-01,-1.887957342441436148e-01,7.557201196983474867e-02,7.526599262925721956e-02,-1.583135714299236663e-01
1.491149643873044550e-01,-1.036083550606093640e-01,2.471886543790111912e-01,-2.510301543931198198e-01,-5.126803953369556827e-02,-4.214843298506241315e-02,1.673322312664895228e-01,2.021112893493390017e-01,2.048267112691039005e-01,1.139569525278192053e-01,1.264361302165579182e-01,-3.202872278809775625e-02,2.739366892119706742e-01,1.303714853747648117e-01,6.008299905054086121e-02,-1.483079871928788063e-03,1.102441956043234694e-01,-8.766058303962094567e-02,5.774081847773289422e-02,-5.566834863206113898e-02,7.376664954196239521e-02,1.480082587322223142e-01,-3.879541776414965198e-02,7.222162262036256608e-02,2.199010809205521055e-01,-4.507513872782618891e-02,-2.028431972802389738e-01,8.747653599599540530e-02,2.272566664168951533e-01,2.351960376411298403e-01,-2.232768056765890019e-01,1.747904661410441540e-01,5.928857352277597248e-02,-9.737896536638082634e-02
1.122337208179891369e-02,-2.650829948247230249e-03,6.034082573050289500e-02,-2.635145590784739381e-02,-5.961905403414154148e-02,3.525607058609903782e-02,7.143504021650164126e-02,1.306413602277443631e-01,-4.256101076545198980e-03,-1.596560575065348042e-01,-1.044586496742293952e-01,-1.423872563782782596e-01,3.658378343895862111e-02,1.392592837186776115e-02,-7.137149043171001073e-02,-6.675573229494939642e-02,1.936863473599366448e-01,-7.750242186005214251e-02,5.948244157637117002e-02,-6.841322660887703966e-02,-8.457901163064968086e-02,1.514016968401119823e-01,1.201355522327549469e-01,1.272764489495451512e-01,2.253149911171114517e-01,5.808128574176099623e-02,-5.452756623707617767e-02,8.519545186993596197e-02,4.486100695506143460e-02,3.217086403196953159e-02,-2.514251502948194328e-01,5.020208563764811532e-02,1.779460932275238882e-01,-1.545352124605759159e-01
-1.775387867108712547e-01,6.214628451509805751e-02,-4.210832394217074448e-01,2.009323617517273508e-01,2.922690759222882489e-02,8.702627104278981562e-02,-1.712656838273618476e-01,-2.236123717493921081e-01,-7.505775361588516714e-02,-7.919086289284989200e-02,-3.054000541712074274e-02,5.083705739834695064e-02,-2.582019540747894637e-01,-3.051425531234721045e-01,-4.306062158669479167e-01,-1.062042006376583692e-01,-8.532819885097871204e-02,4.269740215468371264e-02,-2.822296176661654998e-01,-1.817164456385128302e-01,-2.401218004367424719e-01,-2.904265315306200357e-01,-9.589813140670030989e-02,-2.579954932916918575e-01,-1.575376828989374089e-01,-1.359202804579171253e-01,-7.520123002994820449e-02,-4.013471340175996382e-01,-2.622116246262487516e-01,-4.389567231573834327e-01,-1.483656179600939817e-01,-1.117470046807661349e-01,-2.379681079197026317e-01,1.115167971152476040e-01
4.579694147712750490e-02,-1.138445322576693564e-01,4.945388985862003706e-01,-1.802946417072947838e-01,1.858270016907130617e-01,-2.878663327028642138e-01,2.632047180380505669e-01,3.175978420097300692e-01,2.656787977826587377e-01,3.318705115967534036e-01,-7.594979581121949486e-02,1.421147933856703287e-02,1.633656410304464290e-01,3.061175268932119775e-01,2.759116522829777041e-01,5.212251641135104419e-02,3.412809026001296098e-01,-3.238728423369471171e-02,2.584475623973411240e-01,-8.797425004176867569e-02,1.680163354160860156e-01,3.780838445336880821e-02,2.215353775183420970e-01,1.086013280076485524e-02,2.961471602760936683e-01,-3.581284263793732547e-02,-1.603897961887729706e-01,3.265050215682007151e-01,1.440936019181788541e-01,3.210886417203133725e-01,-4.380712870678625526e-02,7.830398436749212016e-03,3.496494434279914243e-01,-2.128006172342553903e-01
2.105072177849154624e-01,-1.553897244937301469e-01,5.194237296821671013e-01,-2.082868729418047571e-01,-2.155135482926157364e-01,-3.123062898877971838e-01,6.057863210778716700e-01,3.910202241035780069e-01,6.361365677894005588e-02,2.141323005979905991e-01,-2.149526259639348846e-01,-3.407284275752363589e-01,2.344882128775036267e-01,3.070591424295098792e-01,4.540711198379009939e-01,3.853044664753511594e-01,3.065655445579569816e-01,-2.199453318526140566e-01,2.923399324255556153e-01,-7.524673670787135338e-02,1.434707121677401831e-02,2.065810983869725004e-01,2.054975837143125650e-01,5.555492917294582722e-03,1.379991169865038836e-01,-3.390927178680753357e-02,-2.018474560246292515e-01,6.150056612632149866e-01,4.498827732421746828e-01,5.098367147391861254e-01,-2.332087225172824740e-01,2.603037262102586014e-01,7.618793581495730827e-02,-3.679707691922546320e-01
-7.859061557941209308e-01,-1.521671877639530325e-03,-8.630005703539567197e-01,1.082303192093700267e-01,2.996174773688646820e-01,2.292236436372578900e-01,-7.067007612720775933e-01,-7.157953874507505532e-01,-4.262601407854261226e-01,-4.742436523184269670e-01,4.105998938668734694e-02,1.932800655481614061e-01,-6.629895736834361397e-01,-1.007501530855523297e+00,-9.043230079934934107e-01,-5.693638797495167436e-01,-4.513942801089381729e-01,1.910126477658705968e-01,-5.555977792254049863e-01,1.527129221849028717e-02,-3.374813456985784610e-01,-5.103519990054059541e-01,-4.155725703731780740e-01,-5.626422195840961177e-02,-5.906187411884904481e-01,-1.103147335120555073e-01,1.825433562061934967e-01,-9.652588387278471238e-01,-1.043900725706682131e+00,-1.078448178094015830e+00,4.072527150576664701e-01,-3.949032888921085171e-01,-6.062879910333173195e-01,3.846332498722352389e-01
1.167706687492532786e-01,-9.626374551579552907e-02,1.636861892727733969e-01,-1.077384196655630511e-01,4.901723458037091780e-02,-5.886352576574194889e-02,1.299572732232206762e-01,2.937616298978497076e-01,1.036637132632230347e-02,7.233203032513073338e-02,-6.791474372488509603e-02,1.013947064159294864e-01,1.056774415173837300e-01,2.347852820116749506e-01,1.566037563417527201e-01,6.636572615318842017e-02,5.584272555407588517e-02,-3.063268148480603054e-02,9.508551924235511543e-02,1.871831993590690121e-02,1.495257425859942146e-01,1.908021565318658019e-01,2.152338537864023904e-01,-8.077423462958435718e-03,3.506671570637362456e-01,2.708688665189944861e-02,9.040953182239225283e-02,1.191643967157294398e-01,2.935737434385258249e-01,2.384437137226596559e-01,-2.280234534039344563e-01,-6.711344674397373700e-02,3.033370930326657611e-01,-1.165620897383862486e-01
1.619393085397456255e-03,1.080585223704668557e-02,1.991414879213140587e-01,-5.515651321470215786e-03,-7.793660364777470206e-02,-1.684841940210974609e-01,7.750136270789589887e-02,3.139407985215473401e-02,-1.708636478648216661e-01,-4.944608301579344473e-03,-2.069466495600192670e-03,-1.881615570553501690e-02,2.233336822771734564e-01,7.378694938887458976e-02,6.091616735473411731e-02,8.924032150005781205e-02,2.355758356852993840e-02,5.497668764444645778e-02,-8.477603554422268733e-03,1.367979240293872578e-01,-4.013441874797631093e-02,6.945117228812930366e-02,-1.269912694285710852e-01,-7.345421932311824165e-02,4.490322859202297567e-03,-4.983709947574887708e-03,9.735982247196377226e-02,1.755593278773257548e-01,8.192760543194939002e-03,1.752275907875872063e-01,-1.599718972579268206e-01,1.937102602822449171e-01,-3.816281516228280796e-02,-2.624152159689304709e-01
2.951719647980984296e-01,-6.508087149174016095e-02,4.453155073548502596e-01,-3.098986998298466911e-01,-1.251815309266811060e-01,-1.917732652165135832e-01,1.967242908951085389e-01,4.011554164452473814e-01,2.072025950366369884e-01,2.923097623376824106e-01,-6.962120415352150704e-02,-2.677069585137871743e-01,2.896151285638057793e-01,3.893928500026985762e-01,4.370878675753749332e-01,1.979381105942461250e-01,1.432124864874562420e-01,-2.868121944203603224e-01,3.940898386416260557e-01,-3.786613668403922967e-02,1.682333155113456269e-01,3.678314972932755778e-01,9.240784158803160009e-02,7.958680129845956130e-02,3.033616010871991175e-01,-4.289379517900287347e-02,-1.687180584247100490e-01,2.748984950896062318e-01,3.792931244096764409e-01,4.901444460963546024e-01,-2.857496933904483116e-01,1.078928086933332309e-01,2.494778464605488522e-01,-4.144535210247252133e-01
