9.808976304525789114e-02,1.141374586899767257e-01,-7.713389757566879723e-02,2.094179294940076985e-01,1.483820419865934936e-01,1.670989519797272671e-01,3.806726237931298135e-02,8.472157217604156521e-02,-7.279084070329346068e-02,1.492838282893399204e-01,7.570831291631474613e-02,-1.269822617008541099e-02,-8.651759777824724607e-02,6.580586347811936965e-02,-1.011841742188365235e-02,1.348236728685059393e-01,3.537679568317988327e-02,9.832056100461329662e-02,-1.904872420233468672e-02,1.337616301724782741e-01,1.917793734469680489e-01,-3.982909862810222329e-02,1.040708309317355390e-01
4.419285838228549923e-01,1.154922703455304178e-01,-2.008506265983782402e-01,4.764486286008757787e-01,1.387938610533366313e-01,3.095932733109469925e-01,6.573780741881292411e-02,5.284678931926944934e-01,-2.419821861957023312e-01,2.985854928938881381e-01,-6.722623927363971519e-02,4.008468672099851915e-01,-2.024875499000011736e-01,2.254737606625427382e-01,3.561384363076594561e-01,5.713744721556203165e-01,-5.228659814847199522e-02,5.851271839282592979e-02,3.714489385569507141e-01,-1.804291724706100775e-01,3.362152389575079336e-01,-8.749602663596602048e-02,2.313363289939385781e-01
2.075852957022949474e-01,-2.450953751193346922e-02,-1.487920710067570929e-01,1.475822995544138483e-01,5.902330241033691693e-02,4.286213100478922927e-02,-9.690186292780526844e-02,2.687194418528975892e-01,-2.759654589302582006e-01,1.411047873581099676e-01,-3.787198426748446950e-02,2.221356856984689210e-01,-3.005333050020058128e-01,2.797050841656996134e-01,2.305884843817466168e-01,2.171290780714001944e-01,-3.041614884225576909e-01,1.351269287720819057e-01,6.066632373469902362e-01,-2.467527675833300349e-01,1.808694243637292975e-01,-1.051022067735175314e-01,1.354803605953490420e-01
-5.178071099265366684e-01,-2.402111302483465605e-01,-5.788175844642606122e-02,-6.740253136327348793e-01,-3.015332042959149028e-01,-4.635201048911577471e-01,-1.409106703632542479e-01,-4.915155862720110291e-01,4.277243340926112358e-02,-5.488116063145773715e-01,2.085697065442906895e-02,-4.472688335975368856e-01,1.469882431016939772e-01,-5.245207308456434347e-01,-3.717775988243670060e-01,-6.806085823745031682e-01,1.545854128648030401e-01,-1.668763830633077372e-01,-5.970115737398328237e-01,1.463335323231477747e-01,-5.253767467895904542e-01,-9.803303964297874207e-02,-1.271703390564965230e-01
2.844626780129238530e-01,1.033310725808358858e-02,-9.756714477359718085e-02,5.175447867081438558e-01,8.994597422238914675e-02,3.583655267083313278e-01,-1.635777619793101281e-02,1.813344526944409840e-01,-1.493210441708193725e-01,3.300673855323363881e-01,-1.314986918990062627e-02,1.717030489599853660e-01,-1.319940963978739334e-01,5.309452979980753273e-01,3.878232365130542258e-01,3.891390060085400115e-01,4.082352478410836844e-02,-4.957019070329924532e-02,5.796902597604769447e-01,-2.987383625520918518e-01,2.619554757999971173e-01,-1.273322124868762721e-02,3.197781570274273455e-01
5.072268305759964901e-01,-2.748415149424298862e-02,-2.247685622521828075e-01,4.799604420606038424e-01,2.104252481708406008e-01,5.668380335050879903e-01,4.195097361600615832e-02,4.684760530221014352e-01,-3.779239226251273620e-01,4.025118891152107969e-01,-2.863383241018485625e-01,3.237665806662597401e-01,-1.461325952305054798e-01,5.163731206704422760e-01,5.565755535534753218e-01,6.243109507055678575e-01,-2.030521727208706440e-01,-8.749079287699343399e-03,6.039252994439242572e-01,-1.603331043569580783e-01,3.616449073072840470e-01,2.209116841031138079e-03,2.298171698501272064e-01
-1.364617280368980889e+00,-3.460624188805216384e-01,1.095287702834675247e-01,-1.219215345637835846e+00,-5.942120231182937973e-01,-9.963133055770243551e-01,-3.523260847506475280e-01,-1.112748551883657733e+00,4.090878051608896060e-01,-8.354278193329182089e-01,7.534590094375533120e-02,-8.376178948313508510e-01,1.340362622298356676e-01,-1.125701424138215501e+00,-8.653382826527055149e-01,-1.062599298053231278e+00,1.273520924216171024e-01,-6.290816437973320019e-01,-1.186980875706889815e+00,6.116243277023734881e-02,-9.073587304727694924e-01,-1.352640801948119531e-01,-8.449055464940503635e-01
4.980156381262739740e-01,-2.446442055989839492e-01,-2.165316231673214964e-01,3.542795894730917383e-01,1.579135826056335679e-01,2.303058632898230540e-01,2.026704644928127574e-01,3.548148438798181536e-01,-2.999225144065966742e-01,1.775125679152279035e-01,8.617923575081909426e-02,1.936940849891897742e-01,-6.967026360947423114e-02,1.820037486302384377e-01,2.896302974685739939e-01,3.076969883221604696e-01,-1.737050009040684573e-01,2.477391512238696081e-01,4.995321849963691996e-01,-7.286089223388662883e-02,1.068859093213318651e-01,-1.032685688791380729e-01,1.442549108462121144e-01
1.641383071466545052e-01,1.904449259294620916e-02,-8.678401989395616301e-02,4.466377339204959385e-01,9.778834684478715164e-03,-1.328797663976789660e-02,-1.375588861248894235e-01,1.786900491743253216e-01,-9.210567951713206913e-02,3.614928813780750316e-02,-7.309082062568519889e-02,6.945161721875411920e-02,-8.111023508417507244e-02,1.344572518891206381e-01,1.392399304649822311e-01,8.571312487935137114e-02,1.408954157939358576e-01,1.080905001663701459e-01,2.240849083350509863e-01,-7.985798510686233434e-03,9.386776434265746080e-03,-1.192910088970758620e-01,-6.328727714894194500e-02
6.895410869402455178e-01,1.402170560093196905e-01,-2.823129489417611215e-01,6.414829403830291099e-01,3.849062444054220378e-01,4.789192095072037914e-01,6.721600563477078683e-02,3.598283039815828865e-01,-2.706723214178707315e-01,5.377019669087658160e-01,-1.451019161251232981e-01,4.389607251113436526e-01,-3.684726533012201988e-01,6.741668576295448689e-01,4.744120650404564099e-01,4.948730903686935911e-01,-2.323712315982834620e-01,3.096833642040638327e-03,7.188031351337069719e-01,-4.041745572620125682e-01,5.489639400747382547e-01,6.498117426437392818e-02,5.700110759467167387e-01
1.721318519452350315e-01,3.490443659973858914e-02,-1.675173487773617409e-01,3.008163471347667928e-01,1.455590120447544655e-01,1.057655729985428061e-01,-1.085316451223352630e-01,3.186687492695282065e-01,-3.456406013760609519e-01,9.442148587221614597e-02,2.566437889681847176e-02,2.830870469013602730e-01,-8.885553684638196337e-02,1.980340666722051335e-01,2.539412760790258350e-01,1.860656892180964639e-01,-2.662523531981391203e-02,-8.741790539652563585e-02,1.766407243518787751e-01,-1.232421616918829843e-01,2.479042488894475371e-01,-8.725418102475743232e-02,1.373077254052616943e-03
-9.440463914614660723e-01,-2.240921167490439181e-01,3.169123664872194879e-01,-1.116491413271662347e+00,-4.430215192512079736e-01,-8.808994652092529964e-01,-3.564715746186878365e-01,-7.593153152207093859e-01,1.829351465023821011e-01,-5.778709471624854377e-01,1.087045724200524782e-01,-4.529863973664007837e-01,9.168898578273659838e-02,-8.818046111460388081e-01,-5.550250078470814197e-01,-8.697360738354833476e-01,-2.057173333398546744e-01,-2.749279310678583443e-01,-1.074108576040833540e+00,2.000927841215774106e-01,-5.798425548782476513e-01,-6.343976631015301078e-03,-4.564564673336702905e-01
4.086896424473756007e-01,7.125016814950466126e-02,-5.095549764745827687e-02,2.699709436470014712e-01,1.135480557201013485e-01,5.470947474395359243e-03,4.919879450934205607e-04,2.815955584476795281e-01,-4.989256733052586240e-02,1.349855442296820918e-01,-5.074271221674085675e-02,2.335270580776872829e-01,-1.127544074740248203e-01,2.607373996846912290e-01,2.643173114699371440e-01,2.714813844772522300e-01,-2.421635598792748825e-02,1.413989922249927166e-02,2.454286907823194641e-01,1.422567032002033938e-01,2.017736723235390439e-01,-1.491144411870584663e-02,2.599878789148582503e-01
-6.093571589691094276e-02,-3.378113397377732058e-02,-9.725750912699684947e-02,2.469227353553021809e-01,8.343844597441975319e-02,2.756662236008848854e-01,-5.365496980295937635e-02,1.756139650119922235e-01,-1.611481217259072285e-01,9.205390564043171298e-02,-7.130416289380454853e-02,4.280373446127803266e-02,-2.352904811824492459e-01,5.370121747116386041e-02,2.378876711248692211e-01,1.153676678172180919e-01,-1.535529774670042202e-01,-6.170118673441264689e-02,1.131558148636652161e-01,-1.949513725815634202e-01,-9.613743288675749565e-02,1.223771106359685112e-01,-1.925636096123331184e-02
